report_id,recommendation_id,recommendation,extra_recommendation_context
2020_103,008/21,The Commission recommended that Waka Kotahi NZ Transport Agency review clause 9.5(c) of the Land Transport (Road User) Rule 2004 in consultation with the rail industry to assess its adequacy regarding the risks posed by level crossings in close proximity to road intersections.,
