report_id,recommendation_id,recommendation,extra_recommendation_context
2019_104,009/20,"On 24 September 2020, the Commission recommended that KiwiRail undertake a review of the New Zealand Rail Operating Rules and Procedures to ensure that appropriate guidance is provided for those involved in the operation of work trains.",
