report_id,recommendation_id,recommendation,extra_recommendation_context
2019_203,004/20,On 21 May 2020 the Commission recommended that Shih Wei Navigation Company Limited (Taiwan) carry out a comprehensive safety assessment of vessels engaged in carrying and securing deck log cargo. The assessment is to result in appropriate procedures and guidance being contained in the safety management system and ensure that a safe system of work is established.,
