report_id,recommendation_id,recommendation,extra_recommendation_context
2015_005,028/17,"On 28 September 2017, the Commission recommended that the Secretary for Transport update and restructure CAR Part 171 to include the wider scope of technology, software and navigation aids that are normal for a modern air navigation service and to make provision for the rule to cater for future changes in technology.",
